"","X1","X2"
"451","G64LZzcDOBzR55jn2yRKYw","New Orleans is probably my favorite place to eat. Once ate at K-Paul's years ago when Paul was in the kitchen. His cornbread muffins with Jalapeño were... When I want a bowl full of hearty and tasty soul food, I will find a place that has good Jambalaya and J. Gumbo's is it. Located just across from the... Only reason I didn't give it 1star is because the food wasn't all bad. Ok, so definitely NOT what I was expecting from the pictures I saw online. First, we..."
"452","xqbvqZHNyj2qExHdizzd0w","Been traveling on the road for over 5 days before we finally arrived at Las Vegas.  We decided not to go to the numerous buffet places within the hotels as... terrible service, if they think that with their fake smiles they can buy people trust to come back again .... I doubt it, maybe the Filipino comes back but... As a frequent customer I'm disappointed to say that today (August 4, 2019) would be my last dining here. 

Found a bottle cap in my milkfish sinigang. So I..."
"453","JpgVl3d20CMRNjf1DVnzGA","Food was delicious of course.
Great post workout meal.
Gotta get the bbq pineapple. 

Aaron was a very very good server.
Mandie Mandie Mandie was an awesome... The restaurant is beautiful.  It has the same level of presentation that you'd expect from any of your top Vegas restaurants.

Where they tend to lose you... This is by far one of the worst dining experiences I've ever had. 

We got the meat rodizio for dinner, which offers 13 meats and a grilled pineapple..."
"454","wPGjrXl1W0Bb8m2L7nBAew","I think it's time for me to review Pho King - we've been here many times by now. 

When we just moved to the area, we were looking for a pho place. We moved... Came in to try their Vegan Pho and was really impressed!
Vegan pho can totally be a hit or miss. It can be super bland, too sweet, etc. This place does it... Are you living Oakland and love Pho King? Are you visiting Las Vegas and in dire need of some Pho or BBH? Come to Pho King Vietnamese Kitchen. The taste of..."
"455","9km51KaQujxsSgdaG9gYSw","Absolutely delicious! Not only are their Poke Bowls on par, but their donuts can break into biteable circular balls from heaven itself. When this... I rarely visit Hawaii inspired eateries while visiting, however! My Aunt (whom lives here) heard about your mochi donuts and has never had them. So we... Some friends were here a few days ago and suggested that I come here since I was going to be in Vegas for a few days.
Paina Café is in a strip mall in Korea..."
"456","wkKlpSx3OcoGJiv7p8VZzw","This is an unexpected gem and lived up to the reviews and our expectations.
Came in on a weeknite at 5 so it was quiet but filled up by the time we... Costumer service; attention, welcoming, attractive worker & friendly

Table seating; Pretty rustic with wood table, a touch of class. 

Dining: fine dining... For first night in Las Vegas we stopped by Sparrow and Wolf for a meal before a show. We started with the baked bread (delicious) then ordered the chard..."
"457","W90h9VXUSdRz1_uJhweVPQ","I had a party of 15 reserved from Opentable. It was a breeze. The food was good just as expected, didn't expect super authentic ramen, but it was still... Mmmmmm the idea and concept is good. The food was ....ok. Service, atmosphere and decor on point.

LOCATION: inside the Monte Carlo hotel, right off of the... The pickled platter was pretty awesome because it came with such an assortment of items and was so large (see pic).

Then came my sushi which looked amazing..."
"458","Qy_tDaVTWlS14fEglzo1Tg","This place is the real deal of you're looking for freshness with flavor! I've been given the opportunity to try multiple items in the menu and I have to say... Rachel's Kitchen is super unique and delicious! I love their Smoked Turkey & Avocado sandwich. It has smoked turkey, avocado, Swiss cheese, mixed greens,... Tried the breakfast wrap with potatoes and berry mania smoothie. The perfect breakfast. Food and drink were great."
"459","4mYPOzBokDgz307TW2EIKw","We were gambling here and they had promotion going on when you signed Up for a player's card,  if you get 300 points you get a free buffet if you get 600... I tried this buffet after they renovated about 2 years ago and it was good! This time, not so much. It's already gone downhill. First off the staff is rude.... Crafted Buffet is definitely not on my top list of buffets to eat at, but honestly, the Strat isn't at the top of my list for hotels either.

I wouldn't..."
"460","kmdFk8ETfXiuoS364jaJFA","One of the perks of having a weekday off is that the buffets are much less expensive than weekdays. This includes the Garden Buffet in the South Point.... Chef,

It gives me no joy to write this email to the chef and dining crew at the all you can eat restaurant.  During the Thanksgiving day holiday we had our... Look, ok, this isn't going to win any awards but if you take it for what it is it's not bad. It's inexpensive, they have a good variety of food, it's..."
"461","pwdZMC9Q2QH2uNbUj3NDeA","I want to start off that the decor here is so beautiful. It's a very 'rustic' sort of feeling to it with some modern points. You have to wait to be seated... Mood - lunch

Upon entering was greeted with great customer service. Was ushered to sit down wherever I chose as it was after the lunch rush I assume.... Another awesome Ramen restaurant, this is the 1st one and they just opened a 2nd one on Fremont Street.

Was by myself and ordered 4 items. Was asked how I..."
"462","P7pxQFqr7yBKMMI2J51udw","Came here after checking in for lunch. Waiter was great and since it was slow we were able to get our drinks and food very quickly. 

I really loved the... The O-Rings were great. Perfectly breaded, fresh and hot right out of the fryer. More than any single human could eat probably eat.

Their 21st Amendment... We came back in to Holstein's on a good will re-do of a couple of our prior meals.  However, this five star review is not just because the meal was free..."
"463","7nRlDLrob6oK5zmGo4Vpbg","I really enjoy family style restaurants and this was no exception.  We chose to eat here instead of on the Las Vegas Strip.  It was a good choice.  We had... I love diners and this place was the epitome of it. 
They have an extensive menu with a little bit of everything, including desserts. 
I got the little boy... Blueberry Hill Family restaurant is a chain of family run restaurants in the Vegas area. This review is for the location on 1505 E. Flamingo Rd. 

Food: The..."
"464","e2ApirIzYID9xIye0r_gKQ","Great place to get breakfast! If I'm in a hurry and I'm the drive thru I will grab a daybreak sandwich. Always fresh and always good. You can tell they make... The worst drive thru staff ever.  We had a large order and all the girl said after each item ""is that it"".  No, we have more items .... ""what else"".  And... I can't believe I waited 20 min for a salad
To be made it's tuff when you have a time limit and they take forever 
It's the 2nd time this happened and I..."
"465","XTtNTWH_Nqv27RC7OtS7dQ","Great lunch, good vibe.  Had the buttermilk crispy sandwich by itself, perfectly cooked, chicken tender, sauce creamy, lettuce fresh, pickle sweet. 

Wife... Jardin certainly has above-average prices, but the food was just about average. My dinner experience on a Wednesday night was disappointingly just ok -... Can't here tonight for dinner.   The food, service and ambiance were perfect.  

They offer a huge dining area and a smaller areas for drinks and bites by..."
"466","SQEzO0MiY6-M1VwbYcbWtg","This is definitely a great gym of a gambling and Coffee Tavern establishment with excellent food really nice service clean atmosphere loose machines and... I stopped in here for 2 reasons, I always go by here 2X a day and I was having my truck worked on at Purrfect Auto which is in the same parking lot. The... Service sucked. Guy brought us our food and then never came back. I waited and waited for a refill of my soda and finally just flagged down another employee..."
"467","4Pl-ziYL2oerGyIPlwVdmA","Authentic : Checked!  
Spicy : Checked!
Value : Checked!
Service : Checked!
If anyone craving for a real Thai food, this place really delivered and I... Absolutely great delivery service and AMAZING FOOD !
Recommend Chuchote Thai to everyone .
One of the best Thai Restaurants in Las Vegas !! This is probably the most incredible Thai food experience at Chuchote Thai Bistro. The restaurant is in a run down plaza located on Sahara and Arville...."
"468","LwQB9H3jZ9wTk24Lr-AnZQ","One of my best gastronomical experiences satisfying my 5-star rubric 

TWO ricotta ravioli w/ hazelnut 

THREE duck breast, chanterelle mushrooms, carrot... We had a very pleasant time here. The food was delicious and the wine was very nice. I recommend the Pinot Noir, it was very smooth. If you arrive between... 3.5 Wolfies

Spago is where Wolfgang puck, and his second wife Barbara Lazaroff, started their amazing food Dynasty. He now has some 20-30 restaurants 

And..."
"469","uQavb7YPhMo89AjwZcjb0w","If your looking for a quick fix this is fine but I believe there are better Korean bbq restaurants in Vegas but this place is actually good when ur craving... Will have to update my review.

It's been some time since I visited this place. There are now way more options for Korean food, both barbecue and... Not good don't come here nobody's nice. The bathrooms are despicably disgusting the floor is wet and soap stinks. They only catered to the men that were..."
"470","hQ4IGBbdDcCUh11zUSzwCQ","A must stop if you are in the area. Best BBQ in town! Laid back, friendly service and great price. One of the best dining experiences we had (even counting... Broadcasting from lovely Las Vegas fellow Yelpers! My brother brought me to this BBQ joint that's squared away in Container Park - a place where open... there was a brochure in my room so i thought wth...their location is in side a shipping container park which is cool and has the no. 2 bourbon joint in the..."
"471","YTqtM2WFhcMZGeAGA08Cfg","Hidden gem in East Vegas! Even the name translates to ""Seafood Hidden Little Beach"". I've come here several times now and it is always a flavorful... Authentic Mexican food near Downtown Vegas. 
Family, cozy vibe. Great food, great service.
Recommended. Excellent Mariscos!!! Loved the service! Esther our waitress was very welcoming to us! She had very good suggestions to our orders! I highly recommend this..."
"472","FMnH5WIRLyexBYMBUUnDxQ","Last night, my date and I had a wonderful evening at this incredible restaurant. The atmosphere is romantic, slightly casual but slightly fancy, somewhere... Noooo. What happened to this place. Going down hill fast! Last 3 times here, the food was very mediocre. PlusExtra charge for a drink that's not on the... By far our favorite restaurant hands down thus far in Vegas. Being new to Vegas, we choose a different restaurant for our date nights so that we can check..."
"473","W8apgXmOxESpoL_EeogC5w","Great value.  Lovely setting.  $9 loaded ramen bowls did not disappoint.  But the tofu appetizer at $4 and the fried chicken pieces for $4 were the... There are many places to eat ramen here in Las Vegas and many new places that  have sprung up in the last year or so.  The one thing with Fukumimis is that... I have been to Fukumimi many of times and I have never felt so rushed and pushed out of this place as we just left the restaurant. 

At 8:25pm we were..."
"474","4Hx-brYb86k4C1VSKPvj7g","This is probably one of my favorite Mediterranean places in town. It's a great spot to stop and eat when your at downtown summerlin! The staff is super... 2.5 

This chain seemed slightly better then local restaurants Hunmus and Tabouleh, but wasn't blown away.    Still obsessed with Clove in Miami which... I eat here every few weeks and am disappointed to say that upon eating lunch from here a few days ago, my usually yummy food was cold! It seems like the..."
"475","PQER4ba8Q0zqB1G2QiXamQ","This is The Best place to get breakfast or lunch, food is Awesome and Don the manager is the Best! April is a Awesome server and is always cheerful. 
They... Walking into this place and away from the glitz and glam of The Strip could be startling. Did we get transported to Redding, California or something? It was... ""Lions, tigers and bears, oh my!"" - Dorothy in Wizard of Oz (1939)

But, when you're in Las Vegas, a kind of Oz, you can REALLY see or meet up with these 3..."
"476","0zoXYHq82haayMaV952jEQ","Staff is super friendly, the music isn't blasting unlike Protein Source, can actually hear myself talk without yelling. Ahhh Chicken Cheesesteak Wrap for... I dont know what happened to this location. We've ate here for a long time and the last 3 times our food came out incorrect or poor quality. 

Today will be... My experience here was probably just a hiccup in the road.
From start to finish it was subpar.
The 2 stars are because the cashier was extremely friendly..."
"477","TCWMgOiV0PxQkWE1SyBIWQ","Excellent service from Hau
Edwin was an excellent chef. 
Lobster was incredible 
Beautiful ambiance 
Nice location For the amount of money that we spent , really not that good of a value. 

My BF got a $200 chefs course and I went with the sea bass. 

Very unimpressed by... Probably some of the best sushi I have ever had in my life. The rolls literally melt in your mouth they are so fresh. The ginger was amazing. I had a..."
"478","NEZCr0zLIPNYWNF57KsJJQ","We just moved to the area and I so happened to find this little place. Tonight was my first time ordering and I loved it!!!! I have never tried potatoes... Going Above and Beyond

I needed 2 party tray to be delivered to a event. 
It was a last minute deal. 

The Review on the Party tray from the event (... So I considered scoring lower but here are the reason why I didn't. 
1.) I'm taking some accountability for ordering Ramen from a place called Ninja..."
"479","Z0kPVmXzo2rLEJwdothOWw","Weekend Breakfast Buffet is Okay, Nothing to Die For

For a change, we went to Goldilock's to try the Weekend Breakfast Buffet on a Sunday morning. We came... I haven't been to Goldilocks in a while, found this place after our escape room at escapalogy and wanted to try their bakery goods, they have a check in and... I have to be honest that the food quality of this place has gone down the hill. I know Goldilocks since I was a kid it's one of my favorite places to go or..."
"480","z45xS0Kc6GpiITwrpkRVdQ","2 years later and this Restaurant is still my favorite!  
to start this off, I had made reservations via Open Table 3 months ago.  I had a request for a... Win big at the tables? Got money to burn? Then this is a perfectly reasonable dinner option.

5-star service from the Hosts to the bussers. Our server Marco... Last night after years of plans had fallen through I finally enjoyed a meal at Andiamo. To say that it was amazing might be an understatement. From the..."
"481","2g_auUWw7c3c2CUTgVqI8Q","Really good place ,clean and spacious 
Very fresh food so tasty 
Homemade springs rolls 
Very nice owners 
Try the duck !!!!!! Based on the reviews, I had high expectations but man, it totally disappointing! 

We ordered the pork and shrimp rolls which is very common is most... Unfortunately, while it is difficult to find any decent pho in Las Vegas, it becomes ever more difficult to find it outside Chinatown.
This place was..."
"482","fP4sMlVw_MvyGNv4xeTGDA","So these quick take away craft your own pizza seem to be everywhere these days under one name or another and all about the same. Pieology seems to get it as... **This review is for the condition of the restaurant not the food**

Walked in with my family in a Sunday evening. I've been to Pieology before (Downtown... Pieology is fairly close to my office, so I stop by for a weekday lunch periodically. I'd say Pieology is my favorite ""build your own pizza"" type..."
"483","HaPwC4nxs6RPfe1pAQkQ4A","Wow. Mastrioni's is now on my list of favorites.

I had dinner there last weekend and I really don't think that I would change anything.

The restaurant... This place is right around the corner of my house and I cannot believe it took me this long to try this place!

Had my birthday dinner here and they were... Matthew was amazing! He was very attentive, professional, and knowledgeable. The food was delicious. The penne with vodka sauce, shrimp and scallops was..."
"484","CdxWhFBtjl0LBqlQEfxX8A","Pronto is a hidden gem in Caesars Palace.  

I tried the Antipasti Egg Sandwich for breakfast, and it is to die for. Very tasty and good. 

The salads that... I was really surprised Giada is associated with place. I got a chicken curry panini that was awful. The bottom of the bread was like cardboard and there was... Sandwich (antipasta breakfast sandwich) was very good & full of flavor. 
Frittatas were OK - not a lot of flavor to either the vegetarian or spicy sausage..."
"485","DLJCwHGtbAV31UQ1lnIjlw","Before I get started let me point out there are two sides to Siena. You've got the old school deli/market side and the restaurant/bar side with live music.... I can't help comparing all Italian restaurants to my favorite one. Even though Siena is much closer, sorry to say that it can't hold a candle to my... Walking in was confusing cause of the two different sides of the building with the deli shop and the restaurant but it got figured out. I was automatically..."
"486","ni4ppUp4oHq-OSSCgUIGiA","This restaurant has been on my list for a LONG while - couldn't wait to try and it did not disappoint - OUTSTANDING!!

My server Michael was incredibly... I admit that I was hesitant to try this place based on the low reviews, but someone else planned it. As I read through the reviews, it seemed like they were... We stay in Aria often and one of friend recommended  bar masa .We went there and waited 1 h to eat sushi. It was during Christmas holidays and they didn't..."
"487","lweobd-AOEP1lYNTfhuHhQ","My mom loves ordering food here. Usually when I come  over her house, there's always lechon, sisig and denuguaan. (Did I spell that right? lol.)

Anyway,... TFC is on tv! 

I'm not used to the Cebu style Filipino food. Not necessarily my taste. Everything was very flavorful.  I like how they serve some items on... My love for crispy pork will never go away. I'd like to treat myself with some fatty deliciousness every once in a while. 

Upon entering Cafe de Cebu, we..."
"488","oN_A87dyVD2FBk7coLnhCg","Ya'll! I'm all about giving credit where credit is due - so can we PLEASE talk about the fact that I just had one of my best Mexican fast food experiences... This review is only for the one item I tried -- machaca breakfast burrito. It was epic. Perfect ratio of scrambled eggs, meat, green chile, cheese. Just... Really good tacos
Large portions 
Normally I can eat about 7 tacos
From here I was able to eat two of the 4 I got
Carnitas was awesome"
"489","h7s4MRVvB726jWHCHiQ9kw","This is my favorite AYCE Brazilian steak joint! I've been to many other spots, but this will always be my go to. The self serve salad bar options are... I have been here twice now - once at lunch with family, and again for dinner on a date with the husband. I absolutely loved it each time! For those familiar... I just wanted to write an updated review as I just went for lunch with my parents this week and we were blown away by the service. 

John was our server and..."
"490","QXV3L_QFGj8r6nWX2kS2hA","We always go with the waiters/waitresses suggestions and have always had a great food selection. Great ambience, food and service! I look forward to eating... Nachoooooooooo Daddyyyyyyyyy!

The the perfect ending to a late night munchie meal. 

I've came here twice so far... and i've only gotten the nachos... Who's your daddy? I'm ""Nacho Daddy"", baby. lol...

Love the name of this place! Haha.. My bf and I hit up this place during our Vegas stay, and it was..."
"491","JTFFtWy_chbsHTs95yD_2Q","We have been coming here for breakfast when we are on vacation for 15 years. The pancakes are the best I have ever had as well as the bacon. A bit pricey,... We stayed at the Bellagio for 3 days. On our first day, we were pretty hungry but also too tired to explore the restaurants outside of the hotel, so we came... If you get the opportunity, sit where you can see the garden or pool, but especially the garden. It is so beautiful with flower sculptures and tranquil..."
"492","6bgjcFOy4WHMyw62_1V9Pw","Another great trip to Panera!
I met a friend at 10:30am and our orders were taken quickly and our food was delivered, in what felt like, immediately! Our... Came here for lunch 
Got my order to go
Ordered a strawberry caprese salad which comes with an apple or chips ( I asked for a apple) 
Cheddar broccoli soup... We went here because my daughter got her Panera kids free meal certificate from her school (not bribing but she got it from being nice and courteous in her..."
"493","oWD385Ues-RWJmhP_Riz1g","Amazing place!! Great food. Great service. Great Mimosas!!! 
Me and my wife come constantly to this place. 
Erin is the best server!!! :) I wasn't in a socializing mood this weekend, so I opted for a to-go order.

I typically go for pancakes, but I was feeling more savory so I got The Big... After looking through their Instagram their food looked amazing!!!!!!! I was super excited to try this place just based off of the pretty pictures on..."
"494","OHXnDV01gLokiX1ELaQufA","These are soooo good. 
Portions are big, Reasonable price. 
Definitely recommend! You won't be disappoint Everyone in our party got the chicken teriyaki which sells for $7.95.  The meal comes with grilled marinated chicken, white rice, pickled cabbage, and a... Love this place. Huge portion sizes!  I usually get the chicken katsu or calimari both of which are wonderful."
"495","y7TV2trR4B9sbgXtyrqv8Q","***UPDATED REVIEW***

I came here earlier this year and gave this place a 3 star review, not bc of the food, but the service. Now 4 months later I'm... My mom and decided to have lunch here which at the Palms gambling.  The place was recently remodeled and is very fresh and stylish.  Loved the new artwork... Came to Vegas for a Billy Idol concert (awesome!) and this is in the same hotel. It is very clean, very nice and the food was really good. I didn't want a..."
"496","N8D-5-fW7EkBdKjNYGhu0A","My wife, I and some friends are staying next door at Encore.  We plan to go to Sinatra one of the nights but tonight we decided to checkout this place. 

We... We decided to give the weekend brunch a try and it's a great idea in theory, but execution was poor. Everything is butler passed, cocktail party style with... This used to be my partner's favorite restaurant in Las Vegas.  Yes, all of Las Vegas.  He was heartbroken when he found out it would be closed during our..."
"497","HPLB1Tr8ZB5UkD-2umKPdA","I went there for a quick bite during a break from working at home and was not sure what to expect from here actually, although life has taught me you get... So this place is supposedly where the chef's eat. Why? I get it if they want to go somewhere off the strip that's opened late. Guy Fieri left his mark here.... Wow, wow, wow! A hole in the wall located in a small casino (all locals).  Plenty of sports watching.
 
Korie is such a great advocate of the restaurant and..."
"498","V_TxEdzeEs8P5nGPANOY7A","Let's get high.
Roller.
Pizza.
Wait, no. That was the old restaurant. Once again, High Roller Pizza has new management (as of 6/13/16)  and this time it... This used to be a GREAT pizza place, all natural and organic....NO LONGER ORGANIC OR NATURAL.

They are under new management/ownership and it is a disaster.... Brought my girlfriend here and got a heart shaped pizza courtesy of letting them know that I was coming in for a date night. 

The staff was awesome and we..."
"499","2iTsRqUsPGRH1li1WVRvKQ","It is no exaggeration to say that dinner at Carson Kitchen was the highlight of our recent weekend in las Vegas. I've always enjoyed Vegas' downtown over... Pleasantly surprised when my friend took us to this urban concept restaurant in downtown Vegas for his bday.  This may honestly be my favorite restaurant in... Booked in here on the last night before getting out of Vegas.  They only take bookings for 5-8 people, so keep that in mind before you try make a rezzo...."
"500","dk1MV0MP32Xq-iBxzewl0A","This is my first time at this location. The employees don't greet when you come in or place an order. No one is smiling out of the four employees currently... So we went to this tropical smoothie tonight and even though it's supposed to be a 24 hour tropical smoothie the doors were locked at 8 PM. My son knocked... I've come to this location before and had to walk out because I waited 10 minutes while the worker made 2 smoothies for the drive thru and didn't take the..."
"501","ZFyJ83LJkkO1dP82kzXKNg","Definitely my favorite go-to for chicken tenders! I always get the box combo, which comes with four chicken tenders, fries, a drink, coleslaw, and a piece... This review is only for delivery, I used Doordash to have some Canes today.

The first and only time I've had Cane's was 2011 in New Orleans and ever since... Raising Cane's is just awesome!  And probably one of the best late-night dining options just a short drive away from the Strip.  After have some drinks at..."
"502","4Azs1HUqi0Nk6s6xB_9jsQ","Came to get some food with my family here last night and the restaurant was practically empty... that is a red flag for 5pm (their happy hour) on a Friday... I really want to give this place 4 stars but the service was not good. Wednesday night, 5 people, literally 3 other tables with 2 people at them in the... Wonderful service!  Although it's quite loud.  The sushi roll I had was the Las Vegas and Monkey Brains both were superb.  I also had scallops nigiri and..."
"503","ugLqbAvBdRDc-gS4hpslXw","All you can eat for $25 bucks at Yama Sushi?  Are you kidding?  Nope, and it's a great value and good sushi, too, with some inventive rolls.  It may not be... This place definitely doesn't deserve the 4 stars it has. 

The quality of the nigiri was definitely not fresh (which I didn't expect it to be since we're... I didn't have time to take a picture but a good 15 min after water was served and us drinking from it, we found a small ROACH inside the water jug. After..."
"504","ygaOvp0PLBYaYeN9cZAlGg","This restaurant is the jack of all trades! Modern looking Vietnamese restaurant with a bar, but their food is as legit as a hole in the wall mom & pop... Not bad! It will satisfy your craving for a good bowl of pho. The broth is good and not too overpowering. The portions are quite big and reasonable for the... Ready made spring rolls lacked flavor. Not the best I've ever had. 

Combo pho was good. Nice flavor to the broth, didn't need to add any condiments. Only..."
"505","iRwT2pBa87Y54q8nqfNAzw","We came here late at night after a show on the strip and I'm glad they're still open because we are really craving for Pho on this very cold night.

Me and... I've been on a quest for the best Bun Bo Hue. 
This place is alright but isn't somewhere I think I'd return since the competition for Viet cuisine is so... i judge the authenticity of a vietnamese place by their spring rolls. and when the only vegetable is shredded lettuce...we can assume this restaurant is..."
"506","LJt-NO2FhvQxTmBoaaLhTg","We were here for ATU convention on 
Sept 22 and  heard about this place to watch New England Patriots game and have an awesome delicious Breakfast and we... We had left the Red Rock Casino and were looking for some eats. I smoke cigars but my buds SMOKE CIGARS if you know what I mean. I hadn't realized where you... I am basing this review solely on the fact that this place needs to be bigger than 40 patron seating?

if you are going to be a sports bar for a specific..."
"507","73oP6zoYZKNlO8642EMD_Q","Just ate the best roast beef sandwich. Meat was cut very thin and there was a generous amount put on the sandwich. I also loved the variety of canned sodas... This place is AMAZINGLY good!
It's an off-shoot of the next door Butcher Block butcher. Since THEY opened, they always had fantastic, fresh sliced... Oh my gosh what a hidden gem!!  If they put in a soda fountain, added shakes, it would be lined out the door!  The burgers are amazing!"
"508","NLEe-RzDSU-5BN6xp_WWCw","Great food. Always pleased with the service and prices. Sometimes there's a bit of a wait but if you ask me it's well worth it! love soul food and ive been to M &Ms many times in L.A. and Vegas .
1st the inside of the resturant needs some damn air. Its 107 in Vegas and 100 inside of... Closed on Sundays despite having a sign on the window that said ""open 7 days a week"". They need to update their signage and this yelp."
"509","KRaxPApQv43oX6Dcv3jKQA","We had our wedding reception here in September 2016. This review is long-overdue! (sorry Pat!) We had our wedding ceremony at The Tropicana LV Weddings. Our... As I was staying at the Tropicana, my buddy and I decided to have our one good Vegas dinner at the hotel and gave this spot a chance. We were a little... I've definitely had better service and better food elsewhere.

[SERVICE]
You can really tell that the servers here hate their jobs. They're not very..."
"510","NvKNe9DnQavC9GstglcBJQ","This is actually great the food here. Surprised me as we just thought oh it would be one of those normal breakfast places and just a small little... Probably one of the worst meal I had at Vegas.
Had the pastrami hash over eggs.
It tasted like Exxon stopped by with a tanker and spilled oil on the... Just ate here this morning but also have been here before and Christopher was our server this morning and was a night and day difference to our server..."
"511","tXqaK0lBEE1XJbzDPsdFvg","I went through the drive-thru to grab breakfast before driving from Vegas to Zion. I ordered a BLT and pastrami sandwich -- waited about 10 minutes for the... I've been wanting to try this place for a while, but didn't really come around to it because I didn't think it would be that good. I was actually quite... Farmer Boys Las Vegas Blvd @ Civic Center. I purchased 2 patty melts @ $6.39 ea. The burger patty was smaller than that in a regular hamburger at McD's. Two..."
"512","V1EdIokE0YYN__dNYfXRdA","I love Sushi Burrito. The bowls are best with brown nice and sweet n spicy. Everything is fresh and made to order on the spot. Came here for the first time to try out their poke bowls.. they have a wide selection of burritos as well. They have a lot of options in terms of base,... Firstly, good portion and good flavors. I like that a bowl comes with extra things automatically without an extra charge like the crab meat. The one thing..."
"513","EcsUxHW1keLUl5w-3ZEbAw","I have been coming to Dickey's for a while now . They also have a location outside of the South Outlet Mall . This one is closer to my house . They have... I would post negative stars if I could. Came into today because my husband wanted to try a new bbq place. This was an awful experience. Customer service was... I stopped by Dickie's for lunch and ordered the three meat platter. It came with pulled pork, ribs, brisket and two sides (coleslaw & baked beans).

I..."
"514","pooAgpZJn79L7JTgcK-o-Q","rhus r.- sounds like you didn't like the place, but you gave them a 4 stars...hmmm?  sounds questionable to me...  

i love love love this place! the food,... I went here with a group based on somebody's suggestion that this place is good and offers Kamayan (eating and scooping food with your hands/fingers) which... Every now and again I get this insatiable craving to eat Filipino food, specifically sisig and pancit. Growing up on Guam I've been spoiled by some of the..."
"515","CR2DMfg3uP02PKT_fuygIw","Awesome service and great food!! Love these guys!!!  Wings are sooooo good and extra special ranch dressing even dip pizza in ranch!  Homemade sauce and... Many people say that pizza is pizza... no matter where you go it will taste the same. Not all pizza taste the same! I ordered their veggie pizza, and I can... Does the owner even check these reviews? 

From the outset there were hints of trouble. 

This place closes at 10pm. We arrived at 9:05pm, the chairs were..."
"516","VWtT4DKxQ4YVRWT88Z5SMA","This has to be one of my favorite coffee shops in Vegas. I met the owner about five or six years ago through Epicurean Charitable Foundation when I used to... Came for the rainbow latte art and stayed for the amazing flavors! I got the rose flavor and it was the perfect balance with sweet floral notes but not... Great coffee but horrible customer service, idk if it's because there's just 1 employee and 20 customer in the store and few more at the drive thru? I'm not..."
"517","BcW7Z9lPmOB_8eS2lEuOqQ","Had a wonderful eating here tiger was out cook he was funny entertaining and a great chef. 

They stay open late and have even better deals on the food for... Decided to change my regular spot!  Heard nothing but good things...so I Came Ubered up!  
First impression was very small ..Hummm, I was impressed,... Tim was THE best! So entertaining and made such good conversation with our full group. Food was great and filling. Cooked perfectly! Will definitely be..."
"518","HmsCerK_rub0Ulo0aC0f9A","Lovelovelove this spot. I haven't done an All-You-Can-Eat in 10 years but when our normal spot wasn't home, we found this place. It was meant to be. 

Lunch... I am giving Hanabi one star after our unsatisfactory visit.  We were very surprised, because after reading all of the high acclaim on Yelp, and seeing a 4.5... This is our favorite sushi place in Vegas and ashley always takes wonderful care of everyone. 
The rolls and fish always taste fresh and the service is..."
"519",NA,NA
"520","fuW-VCynECpKukrm-9nxdg","Stopped in for a small bite Thanksgiving night. The guacamole was better than average. The bottomless chips we had were not as crispy as I would have liked,... I was staying at the Rio Hotel in Las Vegas on October 29, 2019 with my brother. We were trying to figure out where to eat and wanted to find something... We came here for quick dinner place wasn't too busy able to get a table right away. We ordered tacos and guacamole.
The guacamole comes with the fixings on..."
"521","j2w6wlRmlaZaaErQus8ElQ","Order came out fast and the hummus was awesome 
I'll definitely come back again. 
Highly recommended for people that like Mediterranean food Food was fresh
Place was clean
Prices were ok

Just not my type of place. No ambiance and sort of haphazard decor.   Did not feel very Mediterranean to me... Hands down the freshest most authentic freshly made Mediterranean I have ever had! 

Pita House is located at the corner of Silverado Ranch and Maryland..."
"522","prPOsr3aS9IStGdBil9l5A","This rating is primarily for the food and effort to remedy mistakes.

The pizza was this great combination of flavor, toppings and the perfect amount of... Are you guys closed for good?  I've called a few times over past few weeks and nobody answers.... place is joke. Our pizza came out like crap and wouldn't even refund me or give us a new pizza for the inconvenience. Trust me stick to Pizza Hut or..."
"523","REXvfvEMPKbcLBD33y6fjA","So wonderful! Truly delicious food and great service. Unbeatable price. Had a really awesome evening here with family and definitely recommend to sushi lovers! Spontaneous stop, great service. I was a first timer here last night. 
There customer service was amazing! 
I've been passing by this place for many years... As other reviews state, this place is tucked away in a strip mall, near a busy intersection, in a slightly sketchy neighborhood, and only open 5-9:30 pm, so..."
"524","Z3ZSar8IVAR2qIupqxMynA","Ordered delivery of the pepperoni and bacon pizza with a side of garlic knots and it was everything I hoped it would be. A little rough paying $30 to get it... I had a pizza delivered to my Hotel room. The pizza was a large pizza half Bar b Q chicken and half veggie pizza with a 2ltr Coke came out to $38.17. The... Whenever I go anywhere, I try pizza. I was staying in the resort down the street and this was convenient. 
They only have small, large and XL. So i opted to..."
"525","qRhxldX3lnOMJUNlytYvfQ","I've been coming to this Applebee's for some months now. I typically get the same order every time; maybe with some slight differences. Sabrina is normally... uggh. It's been 10+ years since I've eaten at Applebee's, but I'm not sure why I expected more. I went to this location because it was the only food within... I came here for lunch while attending a seminar next door. It took 10 minutes befor someone came to get my drink order. I was left unchecked on throughout..."
