,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,attributes.GoodForKids,attributes.RestaurantsReservations,attributes.GoodForMeal,attributes.BusinessParking,attributes.Caters,attributes.NoiseLevel,attributes.RestaurantsTakeOut,attributes.RestaurantsPriceRange2,attributes.OutdoorSeating,attributes.BikeParking,attributes.Ambience,attributes.HasTV,attributes.WiFi,attributes.Alcohol,attributes.RestaurantsAttire,attributes.RestaurantsGoodForGroups,attributes.RestaurantsDelivery,attributes.BusinessAcceptsCreditCards,Chinese,French,Mexican,Italian,Indian,Japanese,American
425,VR8QvH2g-jEG5EfMzA_G9w,Nine Fine Irishmen,3790 Las Vegas Blvd S,Las Vegas,NV,89109,36.10198176,-115.1738419,4,1150,1,"Music Venues, Nightlife, Irish, Arts & Entertainment, Restaurants, Active Life, Bars, Pubs",0,1,1,1,0,average,0,2,1,0,1,1,no,full_bar,casual,1,0,1,0,0,0,0,0,0,0
426,lLMJsTchKYF1O0fpNWpCRA,Home Plate Grill & Bar,2460 W Warm Springs Rd,Las Vegas,NV,89119,36.0573465,-115.1755301,4,112,1,"Restaurants, American (Traditional), Pizza, Burgers",1,1,5,1,1,average,1,2,0,1,0,1,free,full_bar,casual,1,0,1,0,0,0,0,0,0,1
428,gBy6UXTpoSHhW6qd15XU0g,Lakes Lounge,2920 Lake East Dr,Las Vegas,NV,89117,36.1384195,-115.2842541,4,221,1,"American (Traditional), Restaurants",1,0,4,1,0,average,1,1,0,1,1,1,no,full_bar,casual,1,0,1,0,0,0,0,0,0,1
429,lG759ODx7tj6wbS7rYip1g,Galanga Thai Eatery,"8174 S Las Vegas Blvd, Ste 108",Las Vegas,NV,89123,36.041054,-115.170512,4,247,1,"Vegetarian, Restaurants, Thai",1,1,3,1,1,quiet,1,2,0,1,1,0,no,none,casual,1,1,1,0,0,0,0,0,0,0
430,IF9C_h3NONhXZ7bbyhtnxA,Osi's Kitchen,"4604 W Sahara Ave, Ste 6",Las Vegas,NV,89102,36.14496173,-115.204818,4.5,123,0,"Restaurants, Caterers, Event Planning & Services, Kosher, Mediterranean, Middle Eastern, Food",1,1,2,2,1,quiet,1,2,0,1,1,1,free,none,casual,1,1,1,0,0,0,0,0,0,0
431,hHe1mFDxxrtejXHfiysJJg,The Melting Pot-Las Vegas,8704 W Charleston Blvd,Las Vegas,NV,89117,36.15942767,-115.2852436,4,337,1,"Restaurants, Fondue",1,1,2,1,0,quiet,0,3,0,1,2,0,no,full_bar,casual,1,0,1,0,0,0,0,0,0,0
432,iiVeHbqOWMuKeUQz7ks71A,Golden China Chinese Cuisine,"3830 E Flamingo Rd, Ste E4",Las Vegas,NV,89121,36.1170214,-115.0904787,3,145,1,"Restaurants, Chinese",1,0,2,1,1,average,1,1,0,1,1,1,no,none,casual,1,1,1,1,0,0,0,0,0,0
433,41b2SLmjLcxTGLVRxASiDA,Country Club,3131 Las Vegas Blvd S,Las Vegas,NV,89109,36.12672,-115.163553,4,269,0,"Restaurants, Breakfast & Brunch, Seafood, American (Traditional), Golf, Steakhouses, Active Life",0,1,1,2,0,average,0,3,1,0,2,1,free,full_bar,dressy,1,0,1,0,0,0,0,0,0,1
434,u_8cVZyxh0J468zEZUjNDQ,Pin-Up Pizza,3667 Las Vegas Blvd S,Las Vegas,NV,89109,36.109496,-115.172363,3.5,642,1,"Restaurants, Pizza",1,0,3,1,0,average,1,1,1,0,2,0,no,beer_and_wine,casual,0,0,1,0,0,0,0,0,0,0
435,CVt6kBVBABSq-NA_FZfrVw,Shawarma Vegas,2521 S Fort Apache Rd,Las Vegas,NV,89117,36.1433424,-115.2981583,4,131,1,"Middle Eastern, Kosher, Restaurants",1,0,2,1,1,average,1,2,1,1,1,1,free,none,casual,1,1,1,0,0,0,0,0,0,0
436,A6lKCuTrDSJ_eFKyumZCJQ,WuHu Noodle,3333 Blue Diamond Rd,Las Vegas,NV,89139,36.0417267,-115.1839224,4,136,1,"Chinese, Asian Fusion, Noodles, Restaurants",1,0,2,1,0,average,1,2,0,1,1,0,free,none,casual,1,0,1,1,0,0,0,0,0,0
438,8fFTJBh0RB2EKG53ibiBKw,Zenaida's Cafe,"3430 E Tropicana Ave, Ste 32",Las Vegas,NV,89121,36.10174061,-115.100359,5,374,1,"Cafes, Breakfast & Brunch, Restaurants",1,0,3,1,1,quiet,1,2,1,1,1,1,no,none,casual,1,0,1,0,0,0,0,0,0,0
439,jCR-xC4NqoEajjmstqX8sA,Twin Creeks,3333 Blue Diamond Rd,Las Vegas,NV,89139,36.04191453,-115.1834365,4,311,1,"Steakhouses, Seafood, Restaurants, American (New)",0,1,1,1,0,average,1,3,0,0,1,0,no,full_bar,casual,1,0,1,0,0,0,0,0,0,1
440,O589S0opFB9oK8VcL5tRcA,Treasures Gentlemen's Club & Steakhouse,2801 Westwood Dr,Las Vegas,NV,89109,36.139986,-115.173878,3,185,1,"Strip Clubs, Tours, Wedding Planning, Dance Clubs, Party & Event Planning, Restaurants, Steakhouses, Nightlife, Adult Entertainment, Party Supplies, Bars, Hotels & Travel, Food, Caterers, Event Planning & Services",0,1,2,2,0,average,0,3,0,1,0,1,no,full_bar,casual,1,0,1,0,0,0,0,0,0,0
442,VGWEpMEkzQopS5lUNd06Sw,Miller's Ale House - Las Vegas,6683 Las Vegas Blvd S,Las Vegas,NV,89119,36.06618246,-115.1752875,3.5,628,1,"American (New), Restaurants, Nightlife, Seafood, Sports Bars, American (Traditional), Bars",1,1,2,1,0,average,1,2,1,1,1,1,free,full_bar,casual,1,0,1,0,0,0,0,0,0,1
444,q-zZgXKAQFLEgMp9ZNllgQ,Umiya Sushi,4465 W Flamingo Rd,Las Vegas,NV,89103,36.11499431,-115.2014029,4,1311,1,"Japanese, Restaurants, Sushi Bars, Seafood",1,1,4,1,1,average,1,2,0,1,1,1,free,full_bar,casual,1,0,1,0,0,0,0,0,1,0
445,33Tr0eRki1Yamzleu4GMdw,Rosallie,6090 S Rainbow Blvd,Las Vegas,NV,89118,36.0780831,-115.2421295,4.5,339,1,"Food, Macarons, Bakeries, French, Specialty Food, Restaurants, Salad, Breakfast & Brunch, Sandwiches",1,0,3,1,1,average,1,2,1,1,1,0,free,beer_and_wine,casual,1,0,1,0,1,0,0,0,0,0
446,sNVGdeOPeitJ3OWUQBINzQ,BabyStacks Cafe,"4135 S Buffalo Dr, Ste 101",Las Vegas,NV,89147,36.11363544,-115.2614379,4,1334,1,"Restaurants, Cafes, Breakfast & Brunch, American (Traditional)",1,0,2,1,0,average,1,2,0,1,1,1,free,none,casual,1,0,1,0,0,0,0,0,0,1
447,On8O41uCKj1GfF1Bt4S2Lg,Sonic Drive-In,4260 W Flamingo Rd,Las Vegas,NV,89103,36.11603285,-115.1973662,3,203,1,"Ice Cream & Frozen Yogurt, Fast Food, Burgers, Food, American (Traditional), Restaurants",1,0,5,1,0,average,1,1,1,1,1,0,no,none,casual,1,0,1,0,0,0,0,0,0,1
448,anQSLdujUOp0sTCmIBi2Tg,Piero's Italian Cuisine,355 Convention Center Dr,Las Vegas,NV,89109,36.13191,-115.155983,4,442,1,"Italian, Seafood, Steakhouses, Restaurants",0,1,1,1,1,average,1,3,0,0,1,1,free,full_bar,dressy,1,0,1,0,0,0,1,0,0,0
449,me17NOULVwu40AdKGYHIaQ,Rocco's Ny Pizza & Pasta,580 E Windmill,Las Vegas,NV,89123,36.04326331,-115.150276,4,181,1,"Sandwiches, Pizza, Restaurants, Italian",1,0,3,0,1,average,1,1,0,1,1,1,no,none,casual,1,1,1,0,0,0,1,0,0,0
450,0LGnU7V3nepi8NUNzyQOXw,Einstein Bros Bagels,"6770 N Durango Dr, Ste 140",Las Vegas,NV,89149,36.2837875,-115.2872251,3.5,116,1,"Breakfast & Brunch, Bagels, Food, Coffee & Tea, Restaurants, Sandwiches",1,0,3,1,1,average,1,1,1,1,1,0,free,none,casual,1,0,1,0,0,0,0,0,0,0
451,O7ot_LMlCfLpOP9tBqeNfw,Kabuki Japanese Restaurant,"6605 Las Vegas Blvd South, Ste 147",Las Vegas,NV,89119,36.0675358,-115.177972,4,611,1,"Sushi Bars, Restaurants, Asian Fusion, Japanese",1,1,2,3,0,average,1,2,1,1,2,1,no,full_bar,casual,1,0,1,0,0,0,0,0,1,0
452,etid3CozFvEOFcvDwHXsDw,Harvest by Roy Ellamar,3600 S Las Vegas Blvd,Las Vegas,NV,89109,36.110867,-115.177622,4,380,1,"Restaurants, American (New)",0,1,1,1,0,average,1,3,0,0,3,1,free,full_bar,dressy,1,0,1,0,0,0,0,0,0,1
454,wTDsirjG5uWh9go8RLvJcQ,Robert Irvine's Public House,3801 S Las Vegas Blvd,Las Vegas,NV,89109,36.0990448,-115.1704519,3.5,433,1,"Restaurants, American (New), Pubs, Bars, Nightlife, Gastropubs",0,1,2,2,0,average,1,2,0,1,1,1,free,full_bar,casual,1,0,1,0,0,0,0,0,0,1
455,iI3jcwudiZYMVUeRPy-DwQ,Curry Zen,"7835 S Rainbow Blvd, Ste 9",Las Vegas,NV,89139,36.04547243,-115.2440396,4,244,1,"Restaurants, Japanese",1,0,2,1,0,average,1,2,0,0,1,0,free,none,casual,1,1,1,0,0,0,0,0,1,0
456,9sbXPpRC_wDhCsp7qG2PDw,HK Seafood Garden,4300 W Spring Mountain Rd,Las Vegas,NV,89102,36.126625,-115.197839,3.5,135,1,"Chinese, Cantonese, Seafood, Restaurants",1,1,3,1,1,average,1,2,0,0,1,0,no,beer_and_wine,casual,1,0,1,1,0,0,0,0,0,0
457,m51uL1LZhKYf2y_yG4NEng,Pho 87,3620 S Jones Blvd,Las Vegas,NV,89103,36.1233694,-115.2246242,3.5,328,1,"Restaurants, Vietnamese",1,0,2,1,0,quiet,1,2,0,1,1,1,free,none,casual,1,0,1,0,0,0,0,0,0,0
458,9V9RlgqqnPFQJfF_e9Lnmw,Baidu China Bistro,"7625 S Rainbow Blvd, Ste 100",Las Vegas,NV,89139,36.049805,-115.244096,3.5,152,1,"Salad, Chinese, Restaurants",1,0,2,1,1,quiet,1,1,0,1,1,1,no,beer_and_wine,casual,1,1,0,1,0,0,0,0,0,0
459,klddGAcNIpE_aB5sd1hNXw,Society Cafe Encore,3131 Las Vegas Blvd South,Las Vegas,NV,89109,36.1287864,-115.1657792,4,580,0,"American (Traditional), American (New), Italian, Breakfast & Brunch, Restaurants",0,1,1,2,0,average,1,2,0,0,0,1,no,full_bar,casual,1,0,1,0,0,0,1,0,0,1
460,pyqnGlIfP9Zw8LLxBjyAiA,Nobu,3570 Las Vegas Blvd S,Las Vegas,NV,89109,36.11674333,-115.1753682,4,1031,1,"Seafood, Sushi Bars, Japanese, Restaurants",0,1,1,1,0,average,0,4,0,0,2,0,no,full_bar,dressy,1,0,1,0,0,0,0,0,1,0
461,BCAw9a_kyx2RddRH9tMmKQ,Mr. Lucky's 24-7,4455 Paradise Rd,Las Vegas,NV,89169,36.1091,-115.154526,3.5,880,1,"American (New), Steakhouses, Diners, Restaurants, American (Traditional)",1,0,4,1,0,average,1,2,0,0,1,1,no,full_bar,casual,1,0,1,0,0,0,0,0,0,1
462,#NAME?,Teriyaki Madness,"9845 S Maryland Pkwy, Ste C",Las Vegas,NV,89183,36.0106875,-115.1371278,3.5,146,1,"Restaurants, Japanese, Asian Fusion, Hawaiian",1,0,2,1,1,average,1,1,1,1,1,0,free,none,casual,1,0,1,0,0,0,0,0,1,0
463,zTNFyAXMEkgVP-o_HTC2xw,Camelot Steakhouse,"Excalibur Hotel And Casino, 3850 Las Vegas Blvd S",Las Vegas,NV,89109,36.09864383,-115.1753811,3.5,238,1,"Bars, American (Traditional), Restaurants, Nightlife, Steakhouses",0,1,1,0,0,average,0,3,0,0,0,0,no,full_bar,casual,1,0,1,0,0,0,0,0,0,1
464,eR7Iw_X54m3YLWkXp9y35Q,Tonkatsu Kiyoshi,"7780 S Jones Blvd, Ste 103",Las Vegas,NV,89139,36.0479852,-115.2244319,4.5,536,1,"Hawaiian, Specialty Food, Japanese, Ethnic Food, Food, Restaurants",1,0,2,1,1,average,1,2,0,1,1,0,free,beer_and_wine,casual,1,0,1,0,0,0,0,0,1,0
466,j4F5LtyQ3_dKLJbIEkwFpQ,SkinnyFATS,"2010 Festival Plaza Dr, Ste 170",Las Vegas,NV,89135,36.149159,-115.333188,4.5,191,1,"American (New), Restaurants, Breakfast & Brunch",1,0,4,2,1,average,1,2,1,0,2,1,free,beer_and_wine,casual,1,1,1,0,0,0,0,0,0,1
467,JXAMnijxRrW-jXHGvDJzzg,California Pizza Kitchen at The Park,"3786 S Las Vegas Blvd, The Park",Las Vegas,NV,89109,36.103232,-115.175263,4,113,1,"Pizza, Restaurants, American (New), American (Traditional), Salad",1,1,3,1,1,average,1,2,1,1,2,1,free,full_bar,casual,1,0,1,0,0,0,0,0,0,1
468,XgsIf7s2zM-cC29WUD-NZQ,Makino Sushi & Seafood Buffet,"3965 S Decatur Blvd, Ste 5",Las Vegas,NV,89103,36.11863199,-115.2084588,3.5,676,1,"Seafood, Restaurants, Sushi Bars, Buffets, Japanese",1,0,2,1,0,average,0,2,0,1,1,0,no,beer_and_wine,casual,1,0,1,0,0,0,0,0,1,0
469,VsewHMsfj1Mgsl2i_hio7w,LAVO Italian Restaurant & Lounge,"The Palazzo, 3255 S Las Vegas Blvd",Las Vegas,NV,89109,36.12443395,-115.1690687,3.5,1653,1,"Nightlife, Restaurants, Dance Clubs, Bars, Mediterranean, Greek, Breakfast & Brunch, Lounges, Italian",0,1,1,2,1,very_loud,1,3,1,0,1,1,free,full_bar,dressy,1,1,1,0,0,0,1,0,0,0
470,JRh14J_be0jl7Wbt412vDA,Oscar's Steakhouse,"Plaza Hotel & Casino, 1 Main St",Las Vegas,NV,89101,36.17183519,-115.1465996,4,533,1,"Italian, Restaurants, Bars, Cocktail Bars, Steakhouses, Nightlife",0,1,1,3,1,average,1,3,0,0,1,1,free,full_bar,dressy,1,0,1,0,0,0,1,0,0,0
471,bpRo8L8dkhgbJhdIKa9mwA,STK Las Vegas,3708 Las Vegas Blvd S,Las Vegas,NV,89109,36.10982947,-115.1736184,4,1578,1,"Steakhouses, Bars, Nightlife, Restaurants, American (New), Cocktail Bars",0,1,1,2,0,very_loud,0,4,0,0,1,0,free,full_bar,dressy,1,0,1,0,0,0,0,0,0,1
472,9_OPjioLbD9Q_zAeHfv6kw,The Red Pot,1375 E Tropicana Ave,Las Vegas,NV,89119,36.1004431,-115.1347157,3.5,273,1,"Chinese, Hot Pot, Seafood, Restaurants",1,0,2,1,0,average,0,2,0,1,2,1,free,beer_and_wine,casual,1,0,1,1,0,0,0,0,0,0
473,JFNv5sKeKAf1ZVPnfbzpXw,East West Pizzeria,5025 S Fort Apache Rd,Las Vegas,NV,89148,36.0979679,-115.2977961,4,153,1,"Food Delivery Services, Pizza, Event Planning & Services, Restaurants, Caterers, Chicken Wings, Italian, Food",1,0,2,1,1,quiet,1,2,0,1,1,1,free,none,casual,1,1,1,0,0,0,1,0,0,0
474,IqCvkoDvvImXuzGrpeiDMA,Border Grill,3500 Las Vegas Blvd S,Las Vegas,NV,89109,36.119371,-115.173715,4.5,594,0,"Seafood, Breakfast & Brunch, Tapas/Small Plates, Mexican, Restaurants",1,1,3,1,0,average,1,2,0,0,2,1,free,full_bar,casual,1,0,1,0,0,1,0,0,0,0
475,SuugmVDsQ8YhfdOJYSuSmw,Outback Steakhouse,3411 Las Vegas Blvd S,Las Vegas,NV,89109,36.120669,-115.171684,3.5,191,1,"Steakhouses, Restaurants",1,1,2,0,0,average,1,2,0,0,1,1,no,full_bar,casual,1,0,1,0,0,0,0,0,0,0
476,mRsb657hi4iQcb0r5_VlYw,Arizona Charlie's Boulder,4575 Boulder Hwy,Las Vegas,NV,89121,36.1242508,-115.0756976,2.5,147,1,"American (New), Arts & Entertainment, Hotels, Hotels & Travel, RV Parks, Event Planning & Services, Restaurants, Casinos",0,1,1,1,0,quiet,1,1,0,1,0,1,free,full_bar,casual,1,0,1,0,0,0,0,0,0,1
477,O_C-2kZMHGnq3ZDL_OaG6Q,Morels French Steakhouse & Bistro,3325 Las Vegas Blvd S,Las Vegas,NV,89109,36.12460358,-115.1689885,3.5,686,1,"Bars, Nightlife, Steakhouses, Lounges, Restaurants, French",0,1,1,1,0,average,0,3,1,0,1,0,no,full_bar,dressy,1,0,1,0,1,0,0,0,0,0
478,XZbuPXdyA0ZtTu3AzqtQhg,Mesa Grill,3570 Las Vegas Blvd S,Las Vegas,NV,89109,36.11712457,-115.1747927,4,3268,1,"American (Traditional), Restaurants, Mexican, New Mexican Cuisine, Barbeque, Spanish, Southern, Tex-Mex, American (New)",0,1,1,1,0,average,0,3,0,0,1,0,no,full_bar,casual,1,0,1,0,0,1,0,0,0,1
479,I1gRYCt2exnOMsTr-lEJVA,Squeeze In,"5165 S Ft Apache Rd, Ste 195",Las Vegas,NV,89148,36.0957104,-115.2982684,4.5,414,1,"Breakfast & Brunch, American (Traditional), Restaurants, Burgers",1,0,3,0,0,average,1,2,0,1,1,0,free,beer_and_wine,casual,1,0,1,0,0,0,0,0,0,1
480,hojZyJk1Wf2UE2CpG7cgIg,Freddy's Frozen Custard & Steakburgers,9809 S Eastern Ave,Las Vegas,NV,89183,36.01107788,-115.1193237,4,384,1,"Restaurants, Burgers, Ice Cream & Frozen Yogurt, Fast Food, Food",1,0,3,1,0,average,1,1,0,1,1,0,free,none,casual,1,0,1,0,0,0,0,0,0,0
481,wpnLPAnkMEb1NpC3xiD_qg,Aloha Specialties,12 E Ogden Ave,Las Vegas,NV,89101,36.1731487,-115.1449433,4,681,1,"Filipino, Asian Fusion, Hawaiian, Restaurants, Japanese",1,0,3,1,0,average,1,1,0,0,1,0,no,none,casual,1,0,1,0,0,0,0,0,1,0
482,#NAME?,Sushi Takashi,5300 W Spring Mountain Rd,Las Vegas,NV,89146,36.12622914,-115.2135073,4.5,311,1,"Izakaya, Tapas/Small Plates, Sushi Bars, Restaurants, Japanese",1,1,1,1,0,average,1,2,0,0,1,1,free,full_bar,casual,1,0,1,0,0,0,0,0,1,0
483,HojKatUfX4UHWaPqtl63NQ,Rivea,"3940 Las Vegas Blvd S, Fl 64",Las Vegas,NV,89119,36.092821,-115.176927,4,207,1,"Mediterranean, Restaurants, Italian, French",0,1,1,2,0,average,0,4,1,0,3,0,free,full_bar,dressy,1,0,1,0,1,0,1,0,0,0
485,b1WGIdd_oSwGYZtC769Shw,Rachel's Kitchen,"7010 N Durango Dr, Ste 140",Las Vegas,NV,89149,36.28842233,-115.2865495,4,385,1,"Juice Bars & Smoothies, Sandwiches, Food, Restaurants, American (New), Breakfast & Brunch",1,0,4,1,1,average,1,2,1,1,1,1,free,beer_and_wine,casual,1,0,1,0,0,0,0,0,0,1
486,uwBJlA27pNywYTlPBiSqVw,Overlook Grill,"3708 Las Vegas Blvd S, Level 4, The Boulevard Tower",Las Vegas,NV,89109,36.110133,-115.173883,4,179,1,"American (Traditional), Seafood, Breakfast & Brunch, Restaurants",1,1,3,2,0,average,1,2,1,0,2,1,paid,full_bar,casual,1,0,1,0,0,0,0,0,0,1
487,blBZJ_UbVb2ieOcktYRuZg,Smashburger,"9460 S Eastern Ave, Ste 120",Las Vegas,NV,89123,36.0176169,-115.1182313,3.5,196,1,"Restaurants, Fast Food, Burgers",1,0,2,1,0,average,1,1,0,1,1,0,no,beer_and_wine,casual,1,0,1,0,0,0,0,0,0,0
488,4KmrrhtfnngTVFa2d5LAjg,Allegro,3131 Las Vegas Blvd S,Las Vegas,NV,89109,36.127858,-115.165969,3.5,449,1,"Italian, Restaurants",0,1,2,2,0,average,0,3,0,0,0,0,no,full_bar,casual,1,0,1,0,0,0,1,0,0,0
489,ak-f8IV0ZdDeI4oYnjA1Pw,Habaneros Taco Grill,4225 S Fort Apache Rd,Las Vegas,NV,89147,36.1128812,-115.2974983,4,240,1,"Mexican, Tacos, Fast Food, Restaurants",1,0,3,1,1,average,1,1,0,1,1,1,free,none,casual,1,0,1,0,0,1,0,0,0,0
490,NQhPS0MUKJgBUB6PTLlmzA,Pho Bosa,3711 S Valley View,Las Vegas,NV,89102,36.12240497,-115.1909584,4,722,1,"Soup, Restaurants, Vietnamese",1,0,3,1,1,average,1,1,0,1,1,1,no,none,casual,1,0,1,0,0,0,0,0,0,0
491,S_5VQYMMa4aD3NzgYLkvhg,Mochiko Chicken,2101 S Decatur Blvd,Las Vegas,NV,89102,36.1487348,-115.2099431,4.5,413,1,"American (New), Hawaiian, Chicken Shop, Chicken Wings, Comfort Food, Asian Fusion, Restaurants, Food, Barbeque, Bubble Tea, American (Traditional), Southern",1,0,2,1,1,average,1,1,0,1,1,1,no,none,casual,1,1,1,0,0,0,0,0,0,1
493,iAu8s96GKQ73Xe7j_2GyCQ,Jackson's Bar & Grill,6020 W Flamingo Rd,Las Vegas,NV,89103,36.115196,-115.224077,4,251,1,"Salad, Bars, American (Traditional), Restaurants, Arts & Entertainment, Nightlife, Sports Bars, Casinos",0,0,3,1,1,average,1,2,0,1,1,1,free,full_bar,casual,1,0,1,0,0,0,0,0,0,1
494,nMaIIKEAW2cTEWbEyeFyXQ,Surang's Thai Kitchen,"5455 S Fort Apache Rd, Ste 105",Las Vegas,NV,89148,36.089771,-115.297907,4.5,431,1,"Thai, Restaurants, Salad, Soup",1,1,2,1,1,quiet,1,2,0,1,1,0,free,beer_and_wine,casual,1,1,1,0,0,0,0,0,0,0
496,n_o2DAmDBAZ-RjVDSY-5uQ,Ruth's Chris Steak House,"Harrah's Las Vegas Hotel & Casino, 3475 Las Vegas Boulevard South",Las Vegas,NV,89109,36.11957566,-115.1721972,4,471,1,"Steakhouses, Restaurants, Seafood",0,1,1,2,0,quiet,1,3,0,0,1,1,free,full_bar,dressy,1,0,1,0,0,0,0,0,0,0
497,Cr4ipI-tr-R8Q0NilkWNkA,MIX,"Mandalay Bay Resort & Casino, 3950 Las Vegas Boulevard",Las Vegas,NV,89119,36.0930659,-115.177814,4,952,0,"Restaurants, Nightlife, French, Bars, American (New), Lounges",0,1,1,2,0,average,0,4,1,0,1,0,no,full_bar,dressy,1,0,1,0,1,0,0,0,0,1
499,Z1E36owKeeZKDL-9ZuanJw,TC's Rib Crib,3655 S Durango Dr,Las Vegas,NV,89147,36.1234868,-115.2799091,3.5,571,1,"Barbeque, Waffles, Restaurants, Caterers, Event Planning & Services, Southern, Soul Food",1,1,2,1,1,average,1,2,1,1,1,1,free,none,casual,1,1,1,0,0,0,0,0,0,0
500,2lUp2T09MltaVT5awHRElA,I. C. China Bistro,"8125 W Sahara Ave, Ste 300",Las Vegas,NV,89117,36.1427541,-115.2694656,4.5,127,1,"Restaurants, Chinese",1,1,4,2,1,quiet,1,2,0,1,5,1,free,full_bar,casual,1,1,1,1,0,0,0,0,0,0
501,ID5wWJ9C7G0hfbQilvlfxA,La Comida,100 S 6th St,Las Vegas,NV,89101,36.1683311,-115.1399425,3.5,638,1,"Bars, Tacos, Mexican, Restaurants, Cocktail Bars, Nightlife",1,1,1,1,1,average,1,2,1,1,2,1,no,full_bar,casual,1,0,1,0,0,1,0,0,0,0
503,pHJu8tj3sI8eC5aIHLFEfQ,Nora's Italian Cuisine,5780 W Flamingo Rd,Las Vegas,NV,89103,36.11505154,-115.2202836,4,1506,1,"Caterers, Nightlife, Bars, Wine Bars, Venues & Event Spaces, Pizza, Cocktail Bars, Italian, Restaurants, Event Planning & Services",1,1,1,1,1,average,1,2,0,0,1,1,free,full_bar,casual,1,0,1,0,0,0,1,0,0,0
504,aYyj9OdH059CoEXadmldXA,Bonsai Japanese Steak & Sushi,"7315 S Rainbow Blvd, Ste100",Las Vegas,NV,89113,36.05565677,-115.2432623,4,287,1,"Teppanyaki, Steakhouses, Japanese, Sushi Bars, Restaurants",1,1,3,0,1,quiet,1,2,0,1,3,1,free,beer_and_wine,casual,1,0,1,0,0,0,0,0,1,0
505,WX8cx6tfFcEn0cK4cIbWag,Mercato Della Pescheria,"3377 S Las Vegas Blvd, Ste 2410",Las Vegas,NV,89109,36.122676,-115.168935,4,339,1,"Italian, Modern European, Restaurants, Seafood, Mediterranean, Pizza",1,1,3,1,0,average,1,3,1,0,4,0,free,full_bar,casual,1,0,1,0,0,0,1,0,0,0
506,gHq85iAANw1eIOVzkzRrpg,Metro Diner,"7305 S Rainbow Blvd, Ste 100",Las Vegas,NV,89113,36.055487,-115.243422,4.5,463,1,"Restaurants, Diners, Breakfast & Brunch, American (Traditional)",1,0,5,1,1,average,1,2,1,1,1,1,free,none,casual,1,0,1,0,0,0,0,0,0,1
507,G64LZzcDOBzR55jn2yRKYw,J. Gumbo's,3565 S Rainbow Blvd,Las Vegas,NV,89103,36.124118,-115.24449,3.5,124,1,"Fast Food, Cajun/Creole, Restaurants, Soul Food",1,0,2,0,1,average,1,1,0,1,1,0,free,none,casual,1,0,1,0,0,0,0,0,0,0
508,xqbvqZHNyj2qExHdizzd0w,D' Pinoy Joint,"6820 W Flamingo Rd, Ste A",Las Vegas,NV,89103,36.114964,-115.240881,3.5,233,1,"Restaurants, Filipino",1,1,5,0,1,average,1,1,0,1,1,1,no,none,casual,1,1,1,0,0,0,0,0,0,0
509,JpgVl3d20CMRNjf1DVnzGA,Pampas Churrascaria Brazilian Grille,"3663 S Las Vegas Blvd, Ste 610",Las Vegas,NV,89109,36.108761,-115.170129,3,2412,1,"Event Planning & Services, Restaurants, Buffets, Caterers, Steakhouses, Seafood, Brazilian",1,1,1,2,1,average,1,3,1,1,1,1,free,full_bar,casual,1,1,1,0,0,0,0,0,0,0
511,wPGjrXl1W0Bb8m2L7nBAew,Pho King Vietnamese Kitchen,"9310 S Eastern Ave, Ste 107",Las Vegas,NV,89123,36.01895452,-115.1172992,4.5,182,1,"Vietnamese, Soup, Restaurants",1,1,3,0,0,average,1,1,0,1,1,1,free,none,casual,1,0,1,0,0,0,0,0,0,0
512,9km51KaQujxsSgdaG9gYSw,Paina Cafe,"6870 Spring Mountain Rd, Ste G",Las Vegas,NV,89146,36.1268192,-115.2421504,4.5,256,1,"Seafood, Poke, Food, Hawaiian, Restaurants, Sandwiches",1,0,3,1,1,average,1,2,0,1,2,0,free,none,casual,1,0,1,0,0,0,0,0,0,0
513,wkKlpSx3OcoGJiv7p8VZzw,Sparrow + Wolf,"4480 Spring Mountain Rd, Ste 100",Las Vegas,NV,89102,36.1267301,-115.2013207,4.5,432,1,"American (New), Caterers, Bars, Cocktail Bars, Nightlife, Event Planning & Services, Restaurants",0,1,1,2,1,average,1,2,0,1,1,0,no,full_bar,casual,1,0,1,0,0,0,0,0,0,1
514,W90h9VXUSdRz1_uJhweVPQ,Yusho,3770 Las Vegas Blvd S,Las Vegas,NV,89109,36.1044875,-115.1767584,3,293,0,"Restaurants, Food, Japanese, Chinese",1,1,1,1,0,average,1,2,1,0,1,1,no,full_bar,casual,1,0,1,1,0,0,0,0,1,0
515,Qy_tDaVTWlS14fEglzo1Tg,Rachel's Kitchen,3330 S Hualapai Way,Las Vegas,NV,89117,36.12888973,-115.3146241,4,403,1,"American (New), Juice Bars & Smoothies, Burgers, Sandwiches, Restaurants, Breakfast & Brunch, Food",1,0,2,1,1,average,1,2,1,1,1,1,free,none,casual,1,0,1,0,0,0,0,0,0,1
516,4mYPOzBokDgz307TW2EIKw,Crafted Buffet,2000 S Las Vegas Blvd,Las Vegas,NV,89104,36.147248,-115.156032,2.5,194,1,"Restaurants, Buffets",1,0,0,2,1,average,0,2,0,0,1,0,no,beer_and_wine,casual,1,0,1,0,0,0,0,0,0,0
