"","business_id","sentiments","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","categories","attributes.GoodForKids","attributes.RestaurantsReservations","attributes.GoodForMeal","attributes.BusinessParking","attributes.Caters","attributes.NoiseLevel","attributes.RestaurantsTakeOut","attributes.RestaurantsPriceRange2","attributes.OutdoorSeating","attributes.BikeParking","attributes.Ambience","attributes.HasTV","attributes.WiFi","attributes.Alcohol","attributes.RestaurantsAttire","attributes.RestaurantsGoodForGroups","attributes.RestaurantsDelivery","attributes.BusinessAcceptsCreditCards","Chinese","French","Mexican","Italian","Indian","Japanese","American","China.p","India.p","Italy.p","Japan.p","France.p","Mexico.p"
"352","BEtgRzNeXGAf0uQ-HuSyfA",0,"Ohjah Noodle House","7150 S Durango Dr, Ste 190","Las Vegas","NV","89113",36.0580645287,-115.2783943713,4.5,451,1,"Ramen, Restaurants, Japanese, Noodles",1,0,2,0,0,"average",1,2,0,0,2,0,"no","beer_and_wine","casual",1,0,1,0,0,0,0,0,1,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"353","beuVp5CZxCdNvQIIPBS2rw",12,"Chubby Cattle","3400 S Jones Blvd, Ste 15","Las Vegas","NV","89146",36.1273969,-115.2240685,4.5,1000,1,"Mongolian, Food, Chinese, Restaurants, Hot Pot, Do-It-Yourself Food, Barbeque, Fondue",1,1,1,2,1,"average",1,2,0,1,2,1,"free","full_bar","casual",1,0,1,1,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"354","bFaFb7wu7swOp5qD8lNMog",0,"Mian Sichuan Noodles","4355 Spring Mountain Rd, Ste 107","Las Vegas","NV","89102",36.1258775,-115.197855,4.5,355,1,"Restaurants, Chinese, Szechuan, Noodles",1,1,2,0,0,"average",1,2,0,0,1,0,"no","none","casual",1,0,1,1,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"355","bgx6gYdktqEoQwBdo5lRbA",28,"Serrano's Mexican Restaurant","136 S Rainbow Blvd","Las Vegas","NV","89145",36.1725604183,-115.245821625,4.5,191,1,"Restaurants, Local Flavor, Mexican",1,0,3,1,1,"average",1,1,0,1,1,0,"no","none","casual",1,0,1,0,0,1,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"356","bgXb5YYzQvHXmM8owZB4fQ",6,"Wolfgang Puck Bar & Grill Summerlin","10955 Oval Park Dr, Ste D3","Las Vegas","NV","89135",36.1515465211,-115.3326696276,3.5,344,1,"American (Traditional), Seafood, Pizza, American (New), Salad, Sandwiches, Restaurants, Bars, Nightlife",1,1,4,2,1,"average",1,2,1,1,1,1,"free","full_bar","casual",1,1,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"357","Bhj4G0ArZqRvz9DprbNX3A",4,"Layla Grill & Hookah","8665 W Flamingo Rd, Ste 107","Las Vegas","NV","89147",36.1138469,-115.281062,4.5,385,1,"Hookah Bars, Mediterranean, Lounges, Ethnic Food, Bars, Restaurants, Nightlife, Specialty Food, Food",0,1,1,3,1,"average",1,2,1,1,1,1,"free","full_bar","casual",1,1,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"358","BhueLLvA0k9G1Lr0WeZX9w",-2,"Café Zupas","7060 S Rainbow Blvd","Las Vegas","NV","89118",36.0603197442,-115.2416230813,3.5,302,1,"Salad, Restaurants, Soup, Sandwiches, American (New)",1,0,3,0,1,"average",1,2,1,1,1,0,"no","none","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"359","BIbjBxoiJLS8CnNsSP64TQ",-3,"360 Gourmet Burrito","5757 Wayne Newton Blvd","Las Vegas","NV","89119",36.0828536999,-115.1512026606,2,168,1,"Restaurants, Mexican",1,0,1,1,0,"loud",1,2,0,0,0,0,"no","none","casual",0,0,1,0,0,1,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"360","biSsdqExmdvIKiFuowOadg",9,"Lucky Foo's Restaurant & Bar","8955 S Eastern Ave","Las Vegas","NV","89123",36.026510271,-115.1191953949,4,306,0,"American (New), Asian Fusion, Sushi Bars, Restaurants, American (Traditional)",1,1,1,1,1,"average",1,2,1,1,1,1,"free","full_bar","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"361","BIuXMWuQIlC1ZlC3lTzy-w",5,"Konbea Belt Sushi","5685 Spring Mountain Rd, Ste 101","Las Vegas","NV","89146",36.1251787,-115.2190668,4,202,1,"Restaurants, Conveyor Belt Sushi, Asian Fusion, Japanese, Buffets, Sushi Bars",1,1,4,3,0,"average",1,2,0,1,2,1,"free","beer_and_wine","casual",1,0,1,0,0,0,0,0,1,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"362","BjH8Xepc10i6OhCDQdX6og",6,"Emeril's New Orleans Fish House","3799 Las Vegas Blvd S","Las Vegas","NV","89109",36.102795,-115.168508,3.5,1068,1,"Seafood, Restaurants, Cajun/Creole, American (New), Bars, Nightlife",0,1,1,2,0,"average",0,3,0,0,1,0,"no","full_bar","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"363","bjllusUsLq9zE4yZnLpOzg",6,"Shawarma Plus","6530 S Decatur Blvd","Las Vegas","NV","89118",36.0711592,-115.2073851,4,511,1,"Middle Eastern, Specialty Food, Vegetarian, Vegan, Ethnic Food, Mediterranean, Food, Greek, Lebanese, Restaurants",1,1,2,1,1,"average",1,2,0,1,1,1,"free","none","casual",1,1,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"364","BjLXhrKdB3I3f3ODy0INRw",3,"CENTRAL BY MICHEL RICHARD","Caesars Palace Las Vegas Hotel & Casino, 3570 Las Vegas Boulevard South","Las Vegas","NV","89109",36.117294,-115.177855,3,248,0,"Restaurants, American (New), American (Traditional)",1,1,1,0,0,"average",1,3,1,1,0,1,"paid","full_bar","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"365","BjPph9SbmEfox2vip326PQ",8,"Brooksy's Bar & Grill","9295 W Flamingo Rd, Ste 100","Las Vegas","NV","89147",36.11439,-115.294264,4,102,1,"Local Flavor, Sports Bars, Event Planning & Services, Nightlife, American (Traditional), Bars, Restaurants, Caterers",0,0,3,1,1,"average",1,1,0,1,1,1,"free","full_bar","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"366","BjrKNWhtQkedHw8hP_0Bjg",2,"Umami","6640 N Durango Dr, Ste 180","Las Vegas","NV","89149",36.2813389546,-115.2867141139,4,361,1,"Sushi Bars, Japanese, Restaurants, Asian Fusion",1,1,2,0,0,"average",1,2,0,1,3,1,"no","beer_and_wine","casual",1,0,1,0,0,0,0,0,1,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"367","bjSC_jbrypke0l-bXXBmwQ",9,"Vic & Anthony's Steakhouse","129 E Fremont St","Las Vegas","NV","89101",36.1702390246,-115.1446098089,4.5,692,1,"Restaurants, Steakhouses, Seafood, American (New), American (Traditional)",0,1,1,2,0,"average",0,4,0,0,2,0,"no","full_bar","dressy",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"368","bK_eTLw_uEuEyMzdZlKN6A",12,"Sensi","Bellagio Las Vegas, 3600 S Las Vegas Blvd","Las Vegas","NV","89109",36.11199,-115.177001,4,384,0,"Nightlife, Bars, Asian Fusion, Restaurants",1,1,1,2,0,"average",0,3,0,0,1,0,"free","full_bar","dressy",1,0,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"369","bKbYRUZKDYonSPOjzchJJg",7,"Veggie Delight","3504 Wynn Rd","Las Vegas","NV","89103",36.12604,-115.194409,4,271,0,"Vegan, Restaurants, Vegetarian",1,0,2,1,0,"quiet",1,1,0,1,1,0,"no","none","casual",0,0,0,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"370","BKg8YIGX_5YyUczmBAyyCQ",2,"China Passion","2775 S Nellis Blvd","Las Vegas","NV","89121",36.1391176,-115.0669695,4.5,124,1,"Food Delivery Services, Food, Soup, Chinese, Restaurants",1,0,2,1,1,"quiet",1,1,0,1,1,1,"no","none","casual",1,1,1,1,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"371","blBZJ_UbVb2ieOcktYRuZg",3,"Smashburger","9460 S Eastern Ave, Ste 120","Las Vegas","NV","89123",36.0176169,-115.1182313,3.5,196,1,"Restaurants, Fast Food, Burgers",1,0,2,1,0,"average",1,1,0,1,1,0,"no","beer_and_wine","casual",1,0,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"372","bLCdohUvOM7l1OcXifmblw",3,"Simon Restaurant and Lounge","Palms Place Hotel & Spa, 4381 W Flamingo Rd","Las Vegas","NV","89103",36.114303,-115.199059,3.5,349,0,"Steakhouses, Restaurants, Sushi Bars, Breakfast & Brunch, American (New)",0,1,0,3,0,"average",1,3,1,0,1,1,"free","full_bar","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"373","Bm8nRUsZ-dK6g2eJLxMTOw",5,"Naka Sushi","8540 W Lake Mead Blvd, Ste 120","Las Vegas","NV","89128",36.199816342,-115.2792915699,4,373,1,"Japanese, Restaurants, Sushi Bars",1,1,2,1,0,"average",1,2,0,1,1,1,"free","beer_and_wine","casual",1,0,1,0,0,0,0,0,1,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"374","bMZBkFrTI6uSYQB6XYnvnw",11,"Fogo de Chão Brazilian Steakhouse","10975 Oval Park Dr, Ste D201","Las Vegas","NV","89135",36.1515318,-115.3330157,4,275,0,"Restaurants, Brazilian, Steakhouses, Seafood",1,1,1,2,1,"average",0,3,1,0,0,0,"no","full_bar","casual",1,0,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"375","BnpuVvPy3sfLlkqKCx6Xnw",11,"Grand Cafe","11011 W Charleston Blvd","Las Vegas","NV","89135",36.1564004,-115.3335562,2.5,373,1,"Bars, Burgers, Wine Bars, Restaurants, Nightlife, Cafes, Breakfast & Brunch, American (Traditional)",1,0,4,2,0,"average",1,2,1,0,1,1,"paid","full_bar","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"376","BOQOuwSNhfKx1xvKtONsBg",13,"Settebello Pizzeria Napoletana","9350 W Sahara Ave, Ste 170","Las Vegas","NV","89117",36.1472606377,-115.2996585891,4,397,1,"Restaurants, Italian, Pizza, Gluten-Free",1,1,2,1,0,"average",1,2,0,1,1,1,"free","full_bar","casual",1,0,1,0,0,0,1,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"377","BORPULADzZV6_LJZzcsywQ",7,"PBR Rock Bar & Grill","3663 Las Vegas Blvd S","Las Vegas","NV","89109",36.109185,-115.172039,3,895,1,"Bars, Restaurants, American (Traditional), Nightlife, American (New), Breakfast & Brunch",0,1,3,1,1,"loud",1,2,1,0,1,1,"free","full_bar","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"378","bPcqucuuClxYrIM8xWoArg",0,"Due Forni","3555 S Town Center Dr, Ste 105","Las Vegas","NV","89135",36.1248405,-115.3252217,4,466,0,"Nightlife, Bars, Italian, Pizza, Wine Bars, Restaurants",1,1,2,1,1,"average",1,2,1,1,1,1,"free","full_bar","casual",1,0,1,0,0,0,1,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"379","bPh7M1vos_V-g8_s-eHaNA",6,"Rebel Republic","3540 W Sahara Ave","Las Vegas","NV","89102",36.1457065146,-115.1883037908,4,248,1,"Bars, Sports Bars, Burgers, Pubs, Nightlife, Local Flavor, American (New), Restaurants, American (Traditional)",0,1,3,1,0,"average",1,2,1,1,1,1,"free","full_bar","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"380","bpRo8L8dkhgbJhdIKa9mwA",13,"STK Las Vegas","3708 Las Vegas Blvd S","Las Vegas","NV","89109",36.1098294728,-115.1736184143,4,1578,1,"Steakhouses, Bars, Nightlife, Restaurants, American (New), Cocktail Bars",0,1,1,2,0,"very_loud",0,4,0,0,1,0,"free","full_bar","dressy",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"381","bQ_wtZvMb__OhprY5bF9aQ",7,"Crab Corner","4161 S Eastern Ave","Las Vegas","NV","89118",36.1129986,-115.119895,4,392,0,"Seafood, Bars, Nightlife, Restaurants, Sports Bars",1,0,2,1,1,"average",1,2,1,1,1,1,"free","full_bar","casual",1,1,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"382","bqDFZDfDPdCut0CbybDUrA",-5,"Fresco Italiano","3000 Paradise Rd","Las Vegas","NV","89109",36.1362575,-115.1512526,3.5,158,1,"Italian, Restaurants",1,1,1,1,1,"average",1,2,0,1,2,1,"free","full_bar","casual",1,0,1,0,0,0,1,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"383","BQJokxJ4y4s57i7Mn65pvA",2,"Hecho en Vegas","3799 Las Vegas Blvd S","Las Vegas","NV","89109",36.1022507,-115.1699679,3.5,263,1,"Mexican, Restaurants",1,1,1,1,0,"average",1,2,0,0,1,1,"free","full_bar","casual",1,0,1,0,0,1,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"384","BqXuk5peVO-lIovXCv9CyQ",-1,"Veggy Street","5135 S Fort Apache Rd","Las Vegas","NV","89148",36.0949946,-115.2982015,4.5,214,1,"Gluten-Free, Sandwiches, Vegetarian, Fast Food, Vegan, Restaurants",1,0,4,0,1,"quiet",1,2,1,1,3,0,"free","none","casual",1,1,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"385","bRR4gsjHv0F_RnRGjQBqlg",10,"CJ's Italian Ice & Custard","3555 S Durango Dr","Las Vegas","NV","89147",36.1250824,-115.2794907,4.5,350,1,"Ice Cream & Frozen Yogurt, Food, Restaurants, Italian, Desserts",1,1,1,1,1,"average",1,1,1,1,1,0,"no","none","casual",1,0,1,0,0,0,1,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"386","BSDKbSLFO3CP-uhfcuUCkA",14,"Dave & Buster's","2130 Park Centre Dr, Ste 100","Las Vegas","NV","89135",36.148748,-115.3321874,3,473,1,"Restaurants, Arts & Entertainment, Sports Bars, Bars, Nightlife, Eatertainment, American (Traditional), Arcades",1,0,4,0,0,"loud",1,2,0,1,1,1,"free","full_bar","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"387","BslEhCyzaQPfpHtDogb4hQ",7,"Brooklyn Bowl","3545 Las Vegas Blvd S, Ste 22","Las Vegas","NV","89109",36.11753,-115.169618,3.5,585,1,"Nightlife, Arts & Entertainment, Active Life, Music Venues, Bowling, Restaurants, American (New), American (Traditional)",0,1,1,5,0,"loud",1,2,1,0,1,1,"free","full_bar","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"388","bSY97kgQpJ5BrpgW40V1qg",0,"THE Steak House","2880 S Las Vegas Blvd","Las Vegas","NV","89109",36.137041,-115.164611,4,666,1,"Steakhouses, Restaurants",0,1,1,0,0,"average",0,3,0,0,1,0,"no","full_bar","casual",1,0,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"389","BuHbMNbCQzzYi-3Y5w1c4Q",16,"The Habit Burger Grill","365 Hughes Ctr Dr","Las Vegas","NV","89169",36.1149584,-115.1555933,4.5,267,1,"Restaurants, Burgers",1,0,2,1,1,"average",1,1,1,1,1,0,"no","none","casual",1,0,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"390","burnDlH36FSphvf4vQf10w",13,"Sushi Tower & Steakhouse","4145 S Grand Canyon Dr, Ste 104","Las Vegas","NV","89147",36.1145538,-115.3075865,4,217,1,"Steakhouses, Japanese, Restaurants, Sushi Bars",1,1,2,1,1,"average",1,2,0,1,1,1,"free","full_bar","casual",1,0,1,0,0,0,0,0,1,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"391","buTa1akbH0pO_P10v99_eA",1,"Honey Pig","4725 Spring Mountain Rd","Las Vegas","NV","89102",36.1251730572,-115.205299122,3.5,503,1,"Barbeque, Korean, Restaurants",1,1,1,1,0,"average",1,2,0,1,1,1,"no","beer_and_wine","casual",1,0,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"392","bvGdqJ-SeGdIHX-HEabwlg",5,"North Beach Italian Bistro","7770 W Ann Rd","Las Vegas","NV","89149",36.2636911,-115.2654135,4.5,234,0,"Breakfast & Brunch, Italian, Seafood, Restaurants",1,1,1,1,1,"average",1,2,1,1,2,1,"free","full_bar","casual",1,0,1,0,0,0,1,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"393","BwuyBsShSQwO3_-SvW6fRA",3,"Kabob Grill","9550 S Eastern Ave","Las Vegas","NV","89123",36.0145972,-115.1171168,4,252,1,"Mediterranean, Middle Eastern, Persian/Iranian, Greek, Restaurants",1,0,2,1,1,"average",1,2,0,1,1,1,"no","none","casual",1,1,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"394","bxCKBd1qsafnKXlWrCK20g",0,"Siegel's 1941","600 Fremont St","Las Vegas","NV","89101",36.16884864,-115.1390386295,3.5,208,1,"Nightlife, Restaurants, American (New), Cocktail Bars, Steakhouses, Bars, Sandwiches, Breakfast & Brunch, American (Traditional)",0,1,2,2,0,"average",1,2,0,1,0,0,"free","full_bar","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"395","bxQUVVI8LR5RmyTYYJq07A",9,"Pearl Wok To Go","8550 W Charleston Blvd, Ste 100","Las Vegas","NV","89117",36.159879108,-115.2792613386,3.5,116,1,"Chinese, Restaurants",1,0,2,1,1,"average",1,1,0,1,1,0,"free","none","casual",0,1,1,1,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"396","BxRTF1hmGAzMzkTDsEp2gw",7,"Panera Bread","7175 W Lake Mead Blvd","Las Vegas","NV","89128",36.195762,-115.248815,3.5,250,1,"Bagels, Bakeries, Salad, Food, Breakfast & Brunch, Soup, Sandwiches, Restaurants",1,0,2,1,1,"average",1,1,1,1,1,0,"free","none","casual",1,0,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"397","bXvr9e0_TQ83RI3nZwDdsg",1,"Oiga, Mire, Vea Colombian Cuisine","2580 S Decatur Blvd","Las Vegas","NV","89102",36.142935,-115.207747,3.5,107,1,"Latin American, Colombian, Restaurants",1,1,2,1,1,"average",1,2,0,1,1,1,"free","beer_and_wine","casual",1,1,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"398","bzI2YREsxDomhVvvaZmcSw",2,"Sammy's Woodfired Pizza and Grill","7345 Arroyo Crossing Pkwy, Ste 100","Las Vegas","NV","89113",36.063237,-115.252315,4,256,1,"Specialty Food, Salad, Pizza, Gluten-Free, Restaurants, Food",1,1,2,1,1,"average",1,2,1,1,1,1,"no","beer_and_wine","casual",1,1,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"399","BZSzoBFhkXBUQTx4Cgl5Aw",7,"Coco's Bakery Restaurant","169 E Tropicana Ave","Las Vegas","NV","89109",36.100442,-115.1652072,3.5,335,1,"Diners, Comfort Food, Restaurants, American (Traditional), Breakfast & Brunch, Food, Bakeries",1,0,3,1,0,"average",1,1,0,1,1,0,"free","beer_and_wine","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"400","bzyoY6HHZJS39fspg-6DrA",9,"Dickey's Barbecue Pit","7430 Las Vegas Blvd. South","Las Vegas","NV","89123",36.0544365,-115.171454,3.5,260,1,"Barbeque, Southern, American (Traditional), Event Planning & Services, Caterers, Restaurants",1,0,2,1,1,"average",1,2,0,1,1,1,"no","none","casual",1,1,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"401","c-NXKTJ0jrrusTPxJAUwvA",7,"Red Robin Gourmet Burgers","10990 Lavender Hill Dr, Bldg 8B","Las Vegas","NV","89135",36.1457336231,-115.3333819564,2.5,313,1,"American (Traditional), Restaurants, Burgers",1,0,3,0,0,"average",1,2,0,1,1,1,"no","full_bar","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"402","C1jQ5CbszJkS_cyWgaRVGQ",10,"Swish","7875 W Sahara Ave, Ste 105","Las Vegas","NV","89117",36.1430744239,-115.2632621672,3.5,219,1,"Hot Pot, Japanese, Restaurants, Sushi Bars",1,1,2,1,0,"average",1,2,0,1,1,1,"free","beer_and_wine","casual",1,0,1,0,0,0,0,0,1,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"403","C2yaxqgm99TX8uTFpManKA",4,"La Salsa","3785 Las Vegas Blvd S, Ste 1500","Las Vegas","NV","89109",36.1035296,-115.1723424,3.5,190,1,"Bars, Mexican, Venues & Event Spaces, Restaurants, Event Planning & Services, Nightlife",1,0,1,0,0,"average",1,2,0,0,1,1,"no","full_bar","casual",1,0,1,0,0,1,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"404","C5azlhXSTOlqVAM3nl95nw",1,"Oasis Asian Kitchen","4011 S Buffalo Dr, Ste B106","Las Vegas","NV","89147",36.1166813884,-115.2623144538,4.5,169,1,"Restaurants, Chinese, Asian Fusion, Vegetarian, Food, Thai",1,0,2,1,1,"quiet",1,1,0,1,1,1,"no","none","casual",1,1,1,1,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"405","c5N-XCk-ntpyYRsYkwH7kA",10,"Bar Code Burger Bar","1590 E Flamingo Rd","Las Vegas","NV","89119",36.1148779,-115.1318022,4.5,214,1,"Sports Bars, Food, Bars, Nightlife, American (Traditional), Beer, Wine & Spirits, Restaurants, Burgers, Gastropubs",0,0,4,1,0,"average",1,2,1,1,2,1,"free","full_bar","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"406","c5TOGBUCCUUNBPM7h_KbmQ",4,"Fausto's Mexican Grill","7835 S Rainbow Blvd, Ste 20","Las Vegas","NV","89139",36.0460189434,-115.2440144867,4,158,1,"Chicken Wings, Mexican, Breakfast & Brunch, Restaurants",1,0,2,1,1,"quiet",1,1,0,0,1,0,"no","none","casual",1,0,1,0,0,1,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"407","c61LbN1s5qF-k52ReVbQjQ",-1,"Denny's","3771 S Las Vegas Blvd","Las Vegas","NV","89109",36.1040631,-115.1724967,2.5,226,1,"Restaurants, Breakfast & Brunch, Diners, American (Traditional)",1,0,3,0,0,"average",1,1,0,0,1,0,"free","none","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"408","C74ViML3zx1akYVafLaiXQ",-1,"Buffet At Asia","9901 S Eastern Ave, Ste 110","Las Vegas","NV","89183",36.0106646,-115.1186365,2.5,332,1,"Japanese, Restaurants, Chinese, Buffets",1,0,2,1,1,"average",1,2,0,1,1,0,"no","none","casual",1,0,1,1,0,0,0,0,1,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"409","C7X8VCpbBwTP2lFR354EIA",11,"Grass Roots Juice Bar","124 S 6th St, Ste 160","Las Vegas","NV","89101",36.167937,-115.140467,4.5,111,0,"Food, Vegan, Education, Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Restaurants, Vegetarian",1,0,1,1,0,"average",1,2,1,1,1,0,"free","none","casual",0,0,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"410","CBb7z-MTbkzBvsUHBDqxEg",-4,"Tony Roma's","200 E Fremont St","Las Vegas","NV","89101",36.1710444967,-115.1430353522,2.5,332,1,"American (Traditional), Steakhouses, Restaurants, Barbeque, Seafood",1,0,1,0,0,"loud",1,2,0,0,1,0,"no","full_bar","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"411","cbgIpJwmPVI6Zf7nUIXdFw",5,"Pizza Company","2275 E Sunset Rd","Las Vegas","NV","89119",36.0711094,-115.1210546,4,214,1,"Pizza, Restaurants, Food",1,0,2,1,1,"average",1,1,0,1,1,0,"no","none","casual",1,1,1,0,0,0,0,0,0,0,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
"412","ccd6w9w81PUBmtV1DFXgig",-4,"Sonic Drive-In","2082 E Warm Springs","Las Vegas","NV","89119",36.057903,-115.123486,2.5,113,1,"Fast Food, Ice Cream & Frozen Yogurt, American (Traditional), Food, Restaurants, Burgers",1,0,5,1,0,"average",1,1,1,1,1,0,"no","none","casual",1,0,1,0,0,0,0,0,0,1,0.0040550566185084,0.00126083561108942,4.04139008199922e-05,8.96134322530262e-05,0,0
